RECORD_TYPE:INVOICES,INVOICE_ID,CREATION_DATE,SUPPLIER_ID,SUPPLIER_SITE_ID,INVOICE_NUMBER,CANCEL_FLAG,DESCRIPTION,DOCUMENT_TYPE,PAY_TERMS,PAYMENT_TERMS_ID,PAYMENT_DUE_DATE,INVOICE_DATE,CURRENCY_CODE,EXCHANGE_RATE_DATE,EXCHANGE_RATE,CURRENCY_RATE_TYPE,INVOICE_CURRENCY_AMOUNT,PAY_CURRENCY_CODE,INVOICE_AMOUNT,CREATION_METHOD,INVOICE_TYPE,INVOICE_SUB_TYPE,APPROVAL_REQUIRED,PAYMENT_TYPE,PAY_GROUP,INVOICE_RECEIVED_DATE
INVOICES,193383,26-Dec-14,22,1971,CSI121407,N,,,Immediate,10001,10-Dec-14,10-Dec-14,USD,,,,3310,USD,3310,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,194526,9-Jan-15,21,41,ERS-12139-148363,N,Receipt Invoice automatically created on 05-DEC-07,,45 Net (terms date + 45),10003,5-Dec-14,5-Dec-14,USD,5-Dec-07,1,,3854347,USD,3854347,ERS,STANDARD,ERS,N,,STANDARD,5/12/14 0:00
INVOICES,194850,11-Jan-15,557,1233,Manaul Entry,N,,,45 Net (terms date + 45),10003,28-Dec-14,28-Dec-14,USD,,,,350000,USD,350000,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,195579,16-Jan-15,9,12,ERS-8405-149419,N,Receipt Invoice automatically created on 16-JAN-08,,30 Net (terms date + 30),10002,16-Jan-15,16-Jan-15,USD,16-Jan-08,1,,1874.88,USD,1874.88,ERS,STANDARD,ERS,N,,STANDARD,16/01/15 0:00
INVOICES,195580,16-Jan-15,147,2033,ERS-8406-149420,N,Receipt Invoice automatically created on 16-JAN-08,,45 Net (terms date + 45),10003,16-Jan-15,16-Jan-15,USD,16-Jan-08,1,,78194.86,USD,78194.86,ERS,STANDARD,ERS,N,,SIZZLE,16/01/15 0:00
INVOICES,195550,16-Jan-15,4,4,OPS200839098,N,,,Immediate,10001,16-Jan-15,16-Jan-15,USD,,,,57461.6,USD,57461.6,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,195555,16-Jan-15,22,1971,OPS200839087,N,,,Immediate,10001,5-Jan-15,5-Jan-15,USD,,,,4489.8,USD,4489.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,195581,16-Jan-15,557,1233,ERS-8407-149421,N,Receipt Invoice automatically created on 16-JAN-08,,45 Net (terms date + 45),10003,16-Jan-15,16-Jan-15,USD,16-Jan-08,1,,10012.4,USD,10012.4,ERS,STANDARD,ERS,N,,STANDARD,16/01/15 0:00
INVOICES,196767,24-Jan-15,209,330,OPS200839106,N,,,Immediate,10001,24-Jan-15,24-Jan-15,USD,,,,144467.76,USD,144467.76,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,198467,11-Feb-15,4,4,OPS200839122,N,,,Immediate,10001,9-Feb-15,9-Feb-15,USD,,,,58720.2,USD,58720.2,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,198825,13-Feb-15,9,12,ERS-8413-152355,N,Receipt Invoice automatically created on 13-FEB-08,,30 Net (terms date + 30),10002,13-Feb-15,13-Feb-15,USD,13-Feb-08,1,,904.9,USD,904.9,ERS,STANDARD,ERS,N,,STANDARD,13/02/15 0:00
INVOICES,198888,13-Feb-15,5,6,ERS-5015-152410,N,Receipt Invoice automatically created on 13-FEB-08,,2/10 NET 30,10014,13-Feb-15,13-Feb-15,USD,13-Feb-08,1,,7537.5,USD,7537.5,ERS,STANDARD,ERS,N,,STANDARD,13/02/15 0:00
INVOICES,200172,5-Mar-15,147,2033,ERS-8418-153328,N,Receipt Invoice automatically created on 05-MAR-08,,45 Net (terms date + 45),10003,5-Mar-15,5-Mar-15,USD,5-Mar-08,1,,39699.06,USD,39699.06,ERS,STANDARD,ERS,N,,SIZZLE,5/03/15 0:00
INVOICES,199591,26-Feb-15,209,330,OPS200839130,N,,,Immediate,10001,17-Feb-15,17-Feb-15,USD,,,,147635.96,USD,147635.96,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,199595,26-Feb-15,22,1971,OPS200839132,N,,,Immediate,10001,19-Feb-15,19-Feb-15,USD,,,,4586.01,USD,4586.01,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,199596,26-Feb-15,22,1971,OPS2008391OPS200839,N,,,Immediate,10001,26-Feb-15,26-Feb-15,USD,,,,4586.01,USD,4586.01,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,200611,10-Mar-15,21,1969,OPS200839150,N,,,30 Net (terms date + 30),10002,8-Mar-15,8-Mar-15,USD,,,,104623.03,USD,104623.03,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,202034,25-Mar-15,209,330,OPS200839167,N,,,Immediate,10001,25-Mar-15,25-Mar-15,USD,,,,136981.26,USD,136981.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,202155,26-Mar-15,9,12,OPS200839168,N,,,Immediate,10001,26-Mar-15,26-Mar-15,USD,,,,25953.2,USD,25953.2,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,201869,24-Mar-15,4,4,OPS200839166,N,,,Immediate,10001,24-Mar-15,24-Mar-15,USD,,,,54488.7,USD,54488.7,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,202556,2-Apr-15,147,259,ERS-12199-155540,N,Receipt Invoice automatically created on 02-APR-08,,45 Net (terms date + 45),10003,2-Apr-15,2-Apr-15,USD,2-Apr-08,1,,503309.63,USD,503309.63,ERS,STANDARD,ERS,N,,STANDARD,2/04/15 0:00
INVOICES,202557,2-Apr-15,1718,4081,ERS-02-APR-08-155541,N,Receipt Invoice automatically created on 02-APR-08,,45 Net (terms date + 45),10003,2-Apr-15,2-Apr-15,USD,2-Apr-08,1,,5670033.75,USD,5670033.75,ERS,STANDARD,ERS,N,,STANDARD,2/04/15 0:00
INVOICES,202779,3-Apr-15,209,330,OPS200839176,N,,,Immediate,10001,3-Apr-15,3-Apr-15,USD,,,,152388.26,USD,152388.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,202293,27-Mar-15,22,1971,OPS200839169,N,,,Immediate,10001,27-Mar-15,27-Mar-15,USD,,,,4254.62,USD,4254.62,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,204048,14-Apr-15,9,12,ERS-8431-156620,N,Receipt Invoice automatically created on 14-APR-08,,30 Net (terms date + 30),10002,14-Apr-15,14-Apr-15,USD,14-Apr-08,1,,1006.88,USD,1006.88,ERS,STANDARD,ERS,N,,STANDARD,14/04/15 0:00
INVOICES,204045,14-Apr-15,22,1971,OPS200839185,N,,,Immediate,10001,12-Apr-15,12-Apr-15,USD,,,,4735.67,USD,4735.67,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,205907,5-May-15,557,1233,ERS-8436-158398,N,Receipt Invoice automatically created on 05-MAY-08,,45 Net (terms date + 45),10003,5-May-15,5-May-15,USD,5-May-08,1,,3338.54,USD,3338.54,ERS,STANDARD,ERS,N,,STANDARD,5/05/15 0:00
INVOICES,206453,12-May-15,209,330,OPS200839213,N,,,Immediate,10001,10-May-15,10-May-15,USD,,,,149730,USD,149730,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,206505,12-May-15,1178,2854,19-Apr-08,N,,,2/10 NET 30,10014,19-Apr-15,19-Apr-15,USD,,,,1763.85,USD,1763.85,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,207847,30-May-15,9,12,OPS200839228,N,,,Immediate,10001,25-May-15,25-May-15,USD,,,,28372.76,USD,28372.76,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,208285,3-Jun-15,1178,2854,19-May-08,N,,,2/10 NET 30,10014,19-May-15,19-May-15,USD,,,,1848.31,USD,1848.31,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,207794,23-May-15,21,41,ERS-12216-160247,N,Receipt Invoice automatically created on 03-MAR-08,,45 Net (terms date + 45),10003,3-Mar-15,3-Mar-15,USD,3-Mar-08,1,,4143423.03,USD,4143423.03,ERS,STANDARD,ERS,N,,STANDARD,3/03/15 0:00
INVOICES,208405,4-Jun-15,22,1971,OPS200839238,N,,,Immediate,10001,4-Jun-15,4-Jun-15,USD,,,,4436.35,USD,4436.35,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,208651,6-Jun-15,21,1969,OPS200839240,N,,,30 Net (terms date + 30),10002,6-Jun-15,6-Jun-15,USD,,,,109059.38,USD,109059.38,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,208553,5-Jun-15,6,7,OPS2008392OPS200839,N,,,30 Net (terms date + 30),10002,5-Jun-15,5-Jun-15,USD,,,,64503.26,USD,64503.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,209005,11-Jun-15,22,1971,OPS200839245,N,,,Immediate,10001,11-Jun-15,11-Jun-15,USD,,,,4436.35,USD,4436.35,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,210708,25-Jun-15,21,1969,OPS200839261,N,,,30 Net (terms date + 30),10002,25-Jun-15,25-Jun-15,USD,,,,109059.38,USD,109059.38,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,210644,25-Jun-15,22,1971,OPS200839259,N,,,Immediate,10001,25-Jun-15,25-Jun-15,USD,,,,4436.35,USD,4436.35,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,212998,14-Jul-15,6,7,OPS200839276,N,,,30 Net (terms date + 30),10002,12-Jul-15,12-Jul-15,USD,,,,67031.3,USD,67031.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,216362,14-Aug-15,4,4,OPS200839309,N,,,Immediate,10001,14-Aug-15,14-Aug-15,USD,,,,60076.46,USD,60076.46,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,216404,15-Aug-15,209,330,OPS200839310,N,,,Immediate,10001,15-Aug-15,15-Aug-15,USD,,,,151042.86,USD,151042.86,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,216351,13-Aug-15,1718,4081,ERS-05-AUG-08-167915,N,Receipt Invoice automatically created on 05-AUG-08,,45 Net (terms date + 45),10003,5-Aug-15,5-Aug-15,USD,5-Aug-08,1,,5670033.75,USD,5670033.75,ERS,STANDARD,ERS,N,,STANDARD,5/08/15 0:00
INVOICES,216352,13-Aug-15,147,259,ERS-12240-167916,N,Receipt Invoice automatically created on 05-AUG-08,,45 Net (terms date + 45),10003,5-Aug-15,5-Aug-15,USD,5-Aug-08,1,,503309.63,USD,503309.63,ERS,STANDARD,ERS,N,,STANDARD,5/08/15 0:00
INVOICES,216640,22-Aug-15,22,1971,OPS200839312,N,,,Immediate,10001,17-Aug-15,17-Aug-15,USD,,,,4692.91,USD,4692.91,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,217692,2-Sep-15,9,12,OPS200839328,N,,,Immediate,10001,2-Sep-15,2-Sep-15,USD,,,,28698.26,USD,28698.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,221443,25-Sep-15,6,7,OPS200839351,N,,,30 Net (terms date + 30),10002,25-Sep-15,25-Sep-15,USD,,,,68409.26,USD,68409.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,222166,29-Sep-15,557,1233,ERS-8466-173074,N,Receipt Invoice automatically created on 29-SEP-08,,45 Net (terms date + 45),10003,29-Sep-15,29-Sep-15,USD,29-Sep-08,1,,2902.38,USD,2902.38,ERS,STANDARD,ERS,N,,STANDARD,29/09/15 0:00
INVOICES,225876,21-Oct-15,22,2035,CSI012008,N,Paper -  office supply item,,Immediate,10001,20-Jan-15,20-Jan-15,USD,,,,16763.3,USD,16763.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225878,21-Oct-15,415,1087,TT010308,N,,,45 Net (terms date + 45),10003,3-Jan-15,3-Jan-15,USD,,,,383222,USD,383222,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,226433,23-Oct-15,578,1275,ERS-8473-176576,N,Receipt Invoice automatically created on 17-OCT-08,,45 Net (terms date + 45),10003,17-Oct-15,17-Oct-15,USD,17-Oct-08,1,,135408,USD,135408,ERS,STANDARD,ERS,N,,SIZZLE,17/10/15 0:00
INVOICES,225883,21-Oct-15,415,1087,TT012308,N,Legal Services,,45 Net (terms date + 45),10003,23-Jan-15,23-Jan-15,USD,,,,117668.3,USD,117668.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225894,21-Oct-15,147,259,AM030908,N,Assets,,45 Net (terms date + 45),10003,9-Mar-15,9-Mar-15,USD,,,,145662.5,USD,145662.5,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225910,21-Oct-15,578,1275,EIP041708,N,Cleaning and Maintenance - Weekly,,45 Net (terms date + 45),10003,17-Apr-15,17-Apr-15,USD,,,,662935,USD,662935,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,225913,21-Oct-15,415,1087,TT042308,N,Legal Services,,45 Net (terms date + 45),10003,24-Apr-15,24-Apr-15,USD,,,,124503.82,USD,124503.82,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225924,21-Oct-15,5,2034,SG061908,N,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),,15 Net (terms date + 15),10013,19-Jun-15,19-Jun-15,USD,,,,27645.8,USD,27645.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225927,21-Oct-15,415,1087,TT060608,N,,,45 Net (terms date + 45),10003,6-Jun-15,6-Jun-15,USD,,,,302226.78,USD,302226.78,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225945,21-Oct-15,22,2035,CSI082008,N,Paper -  office supply item,,Immediate,10001,20-Aug-15,20-Aug-15,USD,,,,17577.04,USD,17577.04,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225949,21-Oct-15,578,1275,EIP081708,N,Cleaning and Maintenance - Weekly,,45 Net (terms date + 45),10003,18-Aug-15,18-Aug-15,USD,,,,389298,USD,389298,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,226652,24-Oct-15,578,1275,ERS-8474-176775,N,Receipt Invoice automatically created on 17-OCT-08,,45 Net (terms date + 45),10003,17-Oct-15,17-Oct-15,USD,17-Oct-08,1,,270816,USD,270816,ERS,STANDARD,ERS,N,,SIZZLE,17/10/15 0:00
INVOICES,227436,30-Oct-15,147,259,ERS-12245-177379,N,Receipt Invoice automatically created on 30-OCT-08,,45 Net (terms date + 45),10003,30-Oct-15,30-Oct-15,USD,30-Oct-08,1,,503309.63,USD,503309.63,ERS,STANDARD,ERS,N,,STANDARD,30/10/15 0:00
INVOICES,227535,31-Oct-15,145,255,ERS-8482-177458,N,Receipt Invoice automatically created on 31-OCT-08,,45 Net (terms date + 45),10003,31-Oct-15,31-Oct-15,USD,31-Oct-08,1,,9856.14,USD,9856.14,ERS,STANDARD,ERS,N,,STANDARD,31/10/15 0:00
INVOICES,230734,21-Nov-15,22,2035,ERS-8492-180297,N,Receipt Invoice automatically created on 20-NOV-08,,"4/10, 3/20, 2/30 Net  60",10009,20-Nov-15,20-Nov-15,USD,20-Nov-08,1,,7703.52,USD,7703.52,ERS,STANDARD,ERS,N,,STANDARD,20/11/15 0:00
INVOICES,230764,21-Nov-15,22,2035,ERS-8495-180324,N,Receipt Invoice automatically created on 20-NOV-08,,"4/10, 3/20, 2/30 Net  60",10009,20-Nov-15,20-Nov-15,USD,20-Nov-08,1,,4231.52,USD,4231.52,ERS,STANDARD,ERS,N,,STANDARD,20/11/15 0:00
INVOICES,231646,7-Dec-15,22,1971,OPS200839422,N,,,Immediate,10001,5-Dec-15,5-Dec-15,USD,,,,4297.38,USD,4297.38,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,231176,27-Nov-15,415,1087,ERS-8505-180664,N,Receipt Invoice automatically created on 20-NOV-08,,45 Net (terms date + 45),10003,20-Nov-15,20-Nov-15,USD,20-Nov-08,1,,79584.78,USD,79584.78,ERS,STANDARD,ERS,N,,STANDARD,20/11/15 0:00
INVOICES,231727,9-Dec-15,21,1969,OPS200839424,N,,,30 Net (terms date + 30),10002,7-Dec-15,7-Dec-15,USD,,,,105692.03,USD,105692.03,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,233267,15-Dec-15,147,2033,ERS-8510-182378,N,Receipt Invoice automatically created on 08-DEC-08,,45 Net (terms date + 45),10003,8-Dec-15,8-Dec-15,USD,8-Dec-08,1,,147017.5,USD,147017.5,ERS,STANDARD,ERS,N,,SIZZLE,8/12/15 0:00
INVOICES,233268,15-Dec-15,415,1087,ERS-8511-182379,N,Receipt Invoice automatically created on 11-DEC-08,,45 Net (terms date + 45),10003,11-Dec-15,11-Dec-15,USD,11-Dec-08,1,,146583.52,USD,146583.52,ERS,STANDARD,ERS,N,,STANDARD,11/12/15 0:00
INVOICES,234191,19-Dec-15,1718,4081,ERS-19-DEC-08-182920,N,Receipt Invoice automatically created on 19-DEC-08,,45 Net (terms date + 45),10003,19-Dec-15,19-Dec-15,USD,19-Dec-08,1,,5670033.75,USD,5670033.75,ERS,STANDARD,ERS,N,,STANDARD,19/12/15 0:00
INVOICES,234349,23-Dec-15,578,1275,ERS-8525-183015,N,Receipt Invoice automatically created on 23-DEC-08,,45 Net (terms date + 45),10003,23-Dec-15,23-Dec-15,USD,23-Dec-08,1,,355446,USD,355446,ERS,STANDARD,ERS,N,,SIZZLE,23/12/15 0:00
INVOICES,234350,23-Dec-15,4,4,OPS200839440,N,,,Immediate,10001,23-Dec-15,23-Dec-15,USD,,,,55042.06,USD,55042.06,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234267,22-Dec-15,21,1969,OPS200839438,N,,,30 Net (terms date + 30),10002,21-Dec-15,21-Dec-15,USD,,,,105692.03,USD,105692.03,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234404,24-Dec-15,22,2035,ERS-8527-183064,N,Receipt Invoice automatically created on 23-DEC-08,,"4/10, 3/20, 2/30 Net  60",10009,23-Dec-15,23-Dec-15,USD,23-Dec-08,1,,3851.76,USD,3851.76,ERS,STANDARD,ERS,N,,STANDARD,23/12/15 0:00
INVOICES,234561,29-Dec-15,21,41,ERS-12277-183179,N,Receipt Invoice automatically created on 23-DEC-08,,Immediate,10001,23-Dec-15,23-Dec-15,USD,23-Dec-08,1,,1223.57,USD,1223.57,ERS,STANDARD,ERS,N,,STANDARD,23/12/15 0:00
INVOICES,234587,29-Dec-15,21,41,ERS-12282-183203,N,Receipt Invoice automatically created on 22-DEC-08,,Immediate,10001,22-Dec-15,22-Dec-15,USD,22-Dec-08,1,,13334.3,USD,13334.3,ERS,STANDARD,ERS,N,,STANDARD,22/12/15 0:00
INVOICES,234945,12-Jan-16,9,12,OPS200939093,N,,,Immediate,10001,11-Jan-16,11-Jan-16,USD,,,,27374.56,USD,27374.56,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235241,19-Jan-16,578,1275,ERS-8538-183718,N,Receipt Invoice automatically created on 02-JAN-09,,45 Net (terms date + 45),10003,2-Jan-16,2-Jan-16,USD,2-Jan-09,1,,124124,USD,124124,ERS,STANDARD,ERS,N,,SIZZLE,2/01/16 0:00
INVOICES,235243,19-Jan-16,415,1087,ERS-8539-183720,N,Receipt Invoice automatically created on 03-JAN-09,,45 Net (terms date + 45),10003,3-Jan-16,3-Jan-16,USD,3-Jan-09,1,,76384,USD,76384,ERS,STANDARD,ERS,N,,STANDARD,3/01/16 0:00
INVOICES,235240,19-Jan-16,415,1087,ERS-8537-183717,N,Receipt Invoice automatically created on 03-JAN-09,,45 Net (terms date + 45),10003,3-Jan-16,3-Jan-16,USD,3-Jan-09,1,,613676,USD,613676,ERS,STANDARD,ERS,N,,STANDARD,3/01/16 0:00
INVOICES,235325,21-Jan-16,9,12,ERS-8547-183792,N,Receipt Invoice automatically created on 21-JAN-09,,30 Net (terms date + 30),10002,21-Jan-16,21-Jan-16,USD,21-Jan-09,1,,908.14,USD,908.14,ERS,STANDARD,ERS,N,,STANDARD,21/01/16 0:00
INVOICES,235326,21-Jan-16,147,2033,ERS-8548-183793,N,Receipt Invoice automatically created on 21-JAN-09,,45 Net (terms date + 45),10003,21-Jan-16,21-Jan-16,USD,21-Jan-09,1,,78194.86,USD,78194.86,ERS,STANDARD,ERS,N,,SIZZLE,21/01/16 0:00
INVOICES,235480,26-Jan-16,22,1971,OPS200939108,N,,,Immediate,10001,26-Jan-16,26-Jan-16,USD,,,,4489.8,USD,4489.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235927,3-Feb-16,1178,2854,22-Jan-09,N,,,2/10 NET 30,10014,22-Jan-16,22-Jan-16,USD,,,,1816.24,USD,1816.24,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,235917,3-Feb-16,209,330,OPS200939116,N,,,Immediate,10001,3-Feb-16,3-Feb-16,USD,,,,147635.96,USD,147635.96,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236048,6-Feb-16,415,1087,ERS-8564-184279,N,Receipt Invoice automatically created on 03-FEB-09,,45 Net (terms date + 45),10003,3-Feb-16,3-Feb-16,USD,3-Feb-09,1,,156348.5,USD,156348.5,ERS,STANDARD,ERS,N,,STANDARD,3/02/16 0:00
INVOICES,235960,4-Feb-16,9,12,OPS200939117,N,,,Immediate,10001,4-Feb-16,4-Feb-16,USD,,,,27971.3,USD,27971.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236492,17-Feb-16,578,1275,ERS-8570-184653,N,Receipt Invoice automatically created on 17-FEB-09,,45 Net (terms date + 45),10003,17-Feb-16,17-Feb-16,USD,17-Feb-09,1,,126945,USD,126945,ERS,STANDARD,ERS,N,,SIZZLE,17/02/16 0:00
INVOICES,236574,18-Feb-16,9,12,OPS200939131,N,,,Immediate,10001,18-Feb-16,18-Feb-16,USD,,,,27971.3,USD,27971.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236794,24-Feb-16,11,15,ERS-5047-184918,N,Receipt Invoice automatically created on 24-FEB-09,,2/10 Net 45,10007,24-Feb-16,24-Feb-16,USD,24-Feb-09,1,,9148.07,USD,9148.07,ERS,STANDARD,ERS,N,,EDI,24/02/16 0:00
INVOICES,236778,24-Feb-16,578,1275,ERS-8577-184907,N,Receipt Invoice automatically created on 17-FEB-09,,45 Net (terms date + 45),10003,17-Feb-16,17-Feb-16,USD,17-Feb-09,1,,126945,USD,126945,ERS,STANDARD,ERS,N,,SIZZLE,17/02/16 0:00
INVOICES,236779,24-Feb-16,22,2035,ERS-8578-184908,N,Receipt Invoice automatically created on 20-FEB-09,,"4/10, 3/20, 2/30 Net  60",10009,20-Feb-16,20-Feb-16,USD,20-Feb-09,1,,8137.52,USD,8137.52,ERS,STANDARD,ERS,N,,STANDARD,20/02/16 0:00
INVOICES,236608,19-Feb-16,22,1971,OPS200939132,N,,,Immediate,10001,19-Feb-16,19-Feb-16,USD,,,,4586.01,USD,4586.01,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,156498,25-Aug-13,21,1969,2177001,N,,,Immediate,10001,25-Aug-13,25-Aug-13,USD,,,,16500,USD,16500,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,152919,4-Jul-13,578,1275,ERS-8028-116580,N,Receipt Invoice automatically created on 04-JUL-06,,45 Net (terms date + 45),10003,4-Jul-13,4-Jul-13,USD,,,,101400,USD,101400,ERS,STANDARD,ERS,N,EFT,SIZZLE,4/07/13 0:00
INVOICES,153134,7-Jul-13,415,1087,ERS-8032-116828,N,Receipt Invoice automatically created on 07-JUL-06,,45 Net (terms date + 45),10003,7-Jul-13,7-Jul-13,USD,,,,566800,USD,566800,ERS,STANDARD,ERS,N,CHECK,STANDARD,7/07/13 0:00
INVOICES,153398,10-Jul-13,557,1233,ERS-8035-116935,N,Receipt Invoice automatically created on 10-JUL-06,,45 Net (terms date + 45),10003,10-Jul-13,10-Jul-13,USD,,,,2520,USD,2520,ERS,STANDARD,ERS,N,EFT,STANDARD,10/07/13 0:00
INVOICES,153552,10-Jul-13,21,41,ERS-5028-116990,N,Receipt Invoice automatically created on 10-JUL-06,,2/10 NET 30,10014,10-Jul-13,10-Jul-13,USD,,,,1193.5,USD,1193.5,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/07/13 0:00
INVOICES,153976,12-Jul-13,21,41,ERS-23343-117391,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,4941.75,USD,4941.75,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153943,12-Jul-13,21,41,ERS-11804-117361,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,5680.86,USD,5680.86,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153835,12-Jul-13,21,41,ERS-11746-117253,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,644.7,USD,644.7,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153872,12-Jul-13,21,41,ERS-23313-117290,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,630,USD,630,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153892,12-Jul-13,21,41,ERS-11753-117310,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,9127.84,USD,9127.84,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153909,12-Jul-13,147,259,ERS-11770-117327,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,40336.8,USD,40336.8,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153868,12-Jul-13,21,41,ERS-23309-117286,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,7200,USD,7200,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153882,12-Jul-13,11,15,ERS-23323-117300,N,Receipt Invoice automatically created on 12-JUL-06,,2/10 Net 45,10007,12-Jul-13,12-Jul-13,USD,,,,35.25,USD,35.25,ERS,STANDARD,ERS,N,EFT,EDI,12/07/13 0:00
INVOICES,153897,12-Jul-13,22,42,ERS-11758-117315,N,Receipt Invoice automatically created on 12-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,12-Jul-13,12-Jul-13,USD,,,,2012.74,USD,2012.74,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
